"","X","LIST.ID","EDCS.ID","EDH.ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude","count"
"198",992,468945,"EDCS-32700504","HD008787",71,150,"I(ovi) O(ptimo) M(aximo) / Cassius / Dasantis / c(o)h(ortis) III Alpin(orum) / tessera(rius) ce(nturia) Nun(nii) / Isiani / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Cassius Dasantis cohortis III Alpinorum tesserarius centuria Nunnii Isiani votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, nomen singulare, tria nomina, viri",43.6922,16.5206,1
"199",2682,470685,"EDCS-28300131","HD058466",71,150,"Genio / municipii / Fl(avi) Scard(onae) / C(aius) Petronius / Firmus ob / honorem aug(uratus) / l(ocus) d(atus) d(ecreto) d(ecurionum)","Genio municipii Flavi Scardonae Caius Petronius Firmus ob honorem auguratus locus datus decreto decurionum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Skradin / Scardona","Scardona","Skradin","sacerdotes pagani, tria nomina, viri",43.8227,15.9208,1
"200",2759,470765,"EDCS-64100461","HD072489",71,150,"Cereri A/ug(ustae) sac(rum) / Vic(toriae) et V[en(eri)] / Aug(ustis) Cn(aeus?) [--] / [------] / [------","Cereri Augustae sacrum Victoriae et Veneri Augustis Cnaeus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","viri",43.5384,16.4743,1
"201",6379,474831,"EDCS-27500107","HD053394",71,150,"P(ublius) Mescenius / Trophimus / T(itus) Flavius Asiaticus / T(itus) Flavius Surus / L(ucius) Bovianius Pareus / IIIIIIviri / ob h(onorem) m(agistri) M(ercuriales)","Publius Mescenius Trophimus Titus Flavius Asiaticus Titus Flavius Surus Lucius Bovianius Pareus IIIIII viri ob honorem magistri Mercuriales","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","sacerdotes pagani, seviri Augustales, tria nomina, viri",43.0801,17.625,1
"202",6921,475384,"EDCS-10100768","HD034076",71,150,"I(ovi) O(ptimo) M(aximo) / Fulgerali / Vesii / Ravonius / et Hermes / v(otum) s(olverunt) l(ibentes) m(erito)","Iovi Optimo Maximo Fulgerali Vesii Ravonius et Hermes votum solverunt libentes merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Zupa","NULL","Drvar","tria nomina, viri",43.3369154,17.1125675,1
"203",1707,469684,"EDCS-07400595","HD012590",101,150,"Lib(ero) P(atri) s(acrum) Ulp(ia) / Victorina pro / salute sua p(osuit)","Libero Patri sacrum Ulpia Victorina pro salute sua posuit","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Livno / Bariduum / Delminium","NULL","Livno","mulieres, tria nomina",43.8259136,17.0042416,1
"204",2462,470464,"EDCS-26600667","HD050267",101,150,"T(itus) Hate/rius / Hila/rus / ob / hono/rem","Titus Haterius Hilarus ob honorem","votive inscription","votive inscription","honorific/grave/votive column","Dalmatia","Dalmatia","Risan / Risano / Risinium","Narona","Metković","tria nomina, viri",43.0801,17.625,1
"205",2715,470718,"EDCS-10000291","HD033229",101,150,"------] / [VIvir? Au]gustalis / [---]atria Felicla / [---]ria M(arci) f(ilia) Secunda / [v(otum)] s(olverunt) l(ibentes) m(erito)","VI vir Augustalis atria Felicla ria Marci filia Secunda votum solverunt libentes merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Skradin / Scardona","Scardona","Skradin","mulieres, seviri Augustales, tria nomina",43.8227,15.9208,1
"206",3595,471639,"EDCS-28701377","HD062372",101,150,"Laribus A[ug(ustis)] / familia P(ubli) Ul[pi] / Publ(i) Valenti[ni ------","Laribus Augustis familia Publi Ulpi Publi Valentini","votive inscription","votive inscription","architectural member","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","tria nomina, viri",43.5384,16.4743,1
"207",6371,474823,"EDCS-27500102","HD053386",101,150,"Mercurio Aug(usto) sacr(um) / M(arcus) Ulpius Aug(usti) lib(ertus) Nedymus / C(aius) Pollius [Alb]anus / T(itus) Vetul[enus T(iti) l(ibertus)] Abas[ca]ntus / Q(uintus) Cornelius Augustalis / L(ucius) Volceius Cerdo / IIIIIIviri m(agistri) M(ercuriales) ob hon(orem)","Mercurio Augusto sacrum Marcus Ulpius Augusti libertus Nedymus Caius Pollius Albanus Titus Vetulenus Titi libertus Abascantus Quintus Cornelius Augustalis Lucius Volceius Cerdo IIIIII viri magistri Mercuriales ob honorem","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","liberti/libertae, seviri Augustales, tria nomina, viri",43.0801,17.625,1
"208",6378,474830,"EDCS-26600665","HD050196",101,150,"------] / M(arcus) Lusi[us] / Trofimas / M(arci) lib(ertus) / IIIIIIvir / m(agister) M(ercurialis) ob h(onorem)","Marcus Lusius Trofimas Marci libertus IIIIII vir magister Mercurialis ob honorem","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","liberti/libertae, sacerdotes pagani, seviri Augustales, tria nomina, viri",43.0801,17.625,1
"209",2860,470871,"EDCS-27500032","HD053740",102,150,"[H]erculi [---] / [S]ex(tus) Aquilli[us ---] / Severus |(centurio) coh(ortis) V[---] / donis donatus ab [Imp(eratore) Traiano bello] / Dacico dec(urio) Salonis et Flano[nae] / l(ocus) d(atus) d(ecreto) d(ecurionum)","Herculi Sextus Aquillius Severus centurio cohortis V donis donatus ab Imperatore Traiano bello Dacico decurio Salonis et Flanonae locus datus decreto decurionum","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Solin","Augusti/Augustae, milites, ordo decurionum, tria nomina, viri",43.5384,16.4743,1
"210",1166,469129,"EDCS-28300153","HD058254",117,150,"I(ovi) O(ptimo) M(aximo) C(onservatori?) / P(ublius) Aelius / Andes / Barcini / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Conservatori Publius Aelius Andes Barcini votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Ivosevci / Burnum","Burnum","Ervenik","nomen singulare, tria nomina, viri",44.0317,15.9936,1
"211",6669,475128,"EDCS-29900053","HD057800",121,150,"I(nvicto?) p(atri) // Ael(ius) Aelianus / eq(ues) praet(orianus) et / Ulp(ius) Licinius / a scr(iniis) praef(ecti) / sancxer(unt)(!)","Invicto patri Aelius Aelianus eques praetorianus et Ulpius Licinius a scriniis praefecti sancxerunt","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","milites, tria nomina, viri",43.9096687,16.3977809,1
"212",2592,470595,"EDCS-10000931","HD020913",138,161,"S(oli) I(nvicto) M(ithrae) / Faustus / T(iti) Iul(i) Saturni/ni praef(ecti) vehi/culor(um) et cond/uct(oris) p(ublici) p(ortorii) ser(vus) vil(icus) / pro se et suis / v(otum) s(olvit) l(ibens) m(erito)","Soli Invicto Mithrae Faustus Titi Iuli Saturnini praefecti vehiculorum et conductoris publici portorii servus vilicus pro se et suis votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Senj / Segna / Zengg / Senia","Senia","Senj","nomen singulare, officium/professio, ordo equester, servi/servae, tria nomina, viri",44.9931,14.902,1
"213",1904,469890,"EDCS-32200004","HD035657",1,170,"Trosia / Prima / Buccionis l(iberta) / v(otum) s(olvit) l(ibens) m(erito)","Trosia Prima Buccionis liberta votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Nadin / Nedinum","Nedinum","Benkovac","liberti/libertae, mulieres, nomen singulare, tria nomina, viri",44.0721,15.5095,1
"214",2577,470580,"EDCS-12000842","HD042312",71,170,"------] / L[---] / aedem [---] / ampl[iavit ---] / [------","L aedem ampliavit","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Senj / Segna / Zengg / Senia","Senia","Senj",NA,44.9931,14.902,1
"215",6648,475107,"EDCS-28300084","HD062412",71,170,"I(ovi) O(ptimo) M(aximo) / M(arcus) Iunius / Fadenus / dec(urio) eq(uitum) / coh(ortis) III / Alpinor(um) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Marcus Iunius Fadenus decurio equitum cohortis III Alpinorum votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Municipium Magnum","Drniš","milites, tria nomina, viri",43.8047,16.2988,1
"216",496,468439,"EDCS-10000796","HD034268",117,170,"[I(ovi)] O(ptimo) M(aximo) / P(ublius)(?) Ael(ius) Quin(tus) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Publius Aelius Quintus votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Crvenice / Delminium","Delminium","Tomislavgrad","tria nomina, viri",43.7183,17.2302,1
"217",980,468933,"EDCS-28300069","HD061928",131,170,"Turran[i]us Fir(mus) / vexil(larius) coh(ortis) I Bel(garum) / Mercurio / v(otum) s(olvit) l(ibens) m(erito)","Turranius Firmus vexillarius cohortis I Belgarum Mercurio votum solvit libens merito","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Gornji Muc / Andetrium","Andetrium","Muć","milites, tria nomina, viri",43.6922,16.5206,1
"218",1465,469438,"EDCS-32300040","HD058126",131,170,"I(ano?) [p(atri)?] / P(ublius) Ae&lt;l=I&gt;(ius) Cas[tus?] / v(otum) s(olvit) libe(n)s / m(erito) som[nio admonitus?] ","Iano patri Publius Ae lt l gt ius Castus votum solvit libens merito somnio admonitus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Knin / Burnum","Burnum","Kistanje","tria nomina, viri",44.0317,15.9936,1
"219",2441,470442,"EDCS-30200144","HD058344",131,170,"S(ilvano) A(ugusto) s(acrum) / P(ublius) Ael(ius) / Aper","Silvano Augusto sacrum Publius Aelius Aper","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Ramljane / Municipium Magnum","Municipium Magnum","Muć","mulieres, tria nomina",43.8047,16.2988,1
"220",2892,470903,"EDCS-27500079","HD054159",131,170,"Mesc(enia) / Tert(ia) / felici/ter","Mescenia Tertia feliciter","votive inscription","votive inscription","relief","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","mulieres, tria nomina",43.5384,16.4743,1
"221",6366,474818,"EDCS-27500099","HD053384",101,171,"L(ibero) A(ugusto) s(acrum) / Lusius / Felicio / L(uci) Lusi Se/verini / libert(us) p(osuit)","Libero Augusto sacrum Lusius Felicio Luci Lusi Severini libertus posuit","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Vid / Narona","Narona","Metković","liberti/libertae, tria nomina, viri",43.0801,17.625,1
"222",2499,470501,"EDCS-30800073","HD023076",131,171,"L(ibero) B(accho) / P(ublius) Ael(ius) Cleme(ns) / [---] veter(anus) / [---]E AE/[---]T[--]SOS[---]/[---]E/[---] b(ene?) v(otum) s(olvit) // I(ovi) O(ptimo) M(aximo) / P(ublius) Ael(ius) Clemen[s] / l(ibens?) [---] pos(uit?) / [--]V[---] / s(ua?) p(ecunia?) TAE LV E / v(otum) s(olvit) l(ibens) m(erito)","Libero Baccho Publius Aelius Clemens veteranus E AE T SOS E bene votum solvit Iovi Optimo Maximo Publius Aelius Clemens libens posuit V sua pecunia TAE LV E votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Rogatica / Ris[]","Ris---","Rogatica","milites, tria nomina, viri",43.7977,18.9996,1
"223",6165,474612,"EDCS-31400255","HD053180",161,180,"D(eo) I(nvicto) M(ithrae) a[c Ge]/niis sac[r(orum)] / Augusto[r(um)] / Rus(---) Pin(nes) mi/les / co(hortis) prim(ae) / Bel(garum) immunis / libens merito / posuit","Deo Invicto Mithrae ac Geniis sacrorum Augustorum Rus Pinnes miles cohortis primae Belgarum immunis libens merito posuit","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Tihaljina","Aufustianis","Grude","milites, tria nomina, viri",43.3203,17.3588,1
"224",759,468709,"EDCS-10100782","HD023832",187,187,"I(ovi) O(ptimo) M(aximo) / Eponae Re[g(inae)] / Genio loci / C(aius) Ocratius / Lacon b(ene)f(iciarius) co(n)s(ularis) / leg(ionis) I adiutr(icis) / v(otum) s(olvit) l(ibens) m(erito) / Crispino et Aeliano / co(n)s(ulibus)","Iovi Optimo Maximo Eponae Reginae Genio loci Caius Ocratius Lacon beneficiarius consularis legionis I adiutricis votum solvit libens merito Crispino et Aeliano consulibus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Duklja / Duklje / Rusevine / Doclea","Doclea","Podgorica","milites, tria nomina, viri",42.469,19.2615,1
"225",2865,470876,"EDCS-27500072","HD053752",191,191,"I(ovi) O(ptimo) M(aximo) / Q(uintus) Raonius / Diodorus ex / voto posuit / libe(n)s merito / IIII Idus Maias / [A]proniano et / Bradua co(n)s(ulibus)","Iovi Optimo Maximo Quintus Raonius Diodorus ex voto posuit libens merito IIII Idus Maias Aproniano et Bradua consulibus","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Solin / Salona","Salonae","Split","tria nomina, viri",43.5384,16.4743,1
"226",6876,475338,"EDCS-10101899","HD018927",140,192,"[---] divae Fau[stinae ---]","divae Faustinae","votive inscription","votive inscription","architectural member","Dalmatia","Dalmatia","Zadar / Iader","Iader","Zadar",NA,44.115501,15.223778,1
"227",6636,475095,"EDCS-27500013","HD053697",151,192,"I(ovi) O(ptimo) M(aximo) / Sulpicius Cal/vio c(enturio) leg(ionis) I M(inerviae) pr/aepositus c(o)h/o(rtis) I Belg(arum) hoc in / loco maiesta/te et numin(e) / eius servat/us","Iovi Optimo Maximo Sulpicius Calvio centurio legionis I Minerviae praepositus cohortis I Belgarum hoc in loco maiestate et numine eius servatus","votive inscription","votive inscription","honorific/grave/votive column","Dalmatia","Dalmatia","Vrgorac / Vergorazza / Vergoratz","NULL","Vrgorac","milites, tria nomina, viri",43.2050358,17.3723608,1
"228",516,468460,"EDCS-28300099","HD062406",116,198,"Veneri / Victrici / Part(h)icae / Aug(ustae) sac(rum) / in memoriam / Antoniae / Dec(imi) f(iliae) Paulae / Dec(imus) Antonius / Proculus decur(io) / Salon(ae) et Coponia / parentes / l(ocus) d(atus) d(ecreto) d(ecurionum)","Veneri Victrici Parthicae Augustae sacrum in memoriam Antoniae Decimi filiae Paulae Decimus Antonius Proculus decurio Salonae et Coponia parentes locus datus decreto decurionum","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Danilo Gornje / Rider","Rider","Šibenik","mulieres, nomen singulare, ordo decurionum, tria nomina, viri",43.7034,16.0486,1
