"EDCS-ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating","cleaned_place"
"EDCS-28400116","CIL 03, 02864 (p 1062, 2168) = CIL 03, 09960 = D 01015 (p 173) = BritRom-10, 00023 = Eck-2021a, p 171","Dalmatia","Nadin / Nedinum","101","130","101","130","milites;  ordo senatorius;  sacerdotes pagani;  tituli sepulcrales;  tria nomina;  viri","C(aio) Octavio / Tidio Tossia{a}no Ia(v)oleno / Prisco leg(ato) leg(ionis) IV Flav(iae) leg(ato) leg(ionis) III Aug(ustae) / iuridic(o) pro/vinc(iae) Brit{t}an(n)iae leg(ato) / consulari provinc(iae) Germ(aniae) superioris / legato consulari provinc(iae) Syriae / proconsuli provinc(iae) Africae pontifici / P(ublius) Mutilius P(ubli) f(ilius) Cla(udia) Crispinus t(estamento) p(oni) i(ussit) / amico carissimo","C Octavio Tidio Tossiaano Iaoleno Prisco leg leg IV Flav leg leg III Aug iuridic provinc Brittaniae leg consulari provinc Germ superioris legato consulari provinc Syriae proconsuli provinc Africae pontifici P Mutilius P f Cla Crispinus t p i amico carissimo","Caio Octavio Tidio Tossiano Iavoleno Prisco legato legionis IV Flaviae legato legionis III Augustae iuridico provinciae Britanniae legato consulari provinciae Germaniae superioris legato consulari provinciae Syriae proconsuli provinciae Africae pontifici Publius Mutilius Publi filius Claudia Crispinus testamento poni iussit amico carissimo","lapis",NA,"44.0737376","15.497817","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_09960.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0033515;HD030745;de-a0221;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9960","","","101 to 130","Nedinum"
"EDCS-28400117","CIL 03, 02865 (p 2272)","Dalmatia","Nadin / Nedinum","51","130","51","130","milites;  tituli sepulcrales;  tria nomina;  viri","vet]er/[ano] le(gionis) VIII / L(ucio) Octavio [3] f(ilio) / Cla(udia) Frontin(o) / fratri","veter le VIII L Octavio f Cla Frontin fratri","veterano legionis VIII Lucio Octavio filio Claudia Frontino fratri",NA,NA,"44.0737376","15.497817","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD051048","","","51 to 130","Nedinum"
"EDCS-10000299","ILJug-01, 00208 = Liburnia 00093 = AE 1950, 00111","Dalmatia","Nadin / Nedinum","1","100","1","100","milites;  tituli sacri;  tria nomina;  viri","T(itus) Octavius / C(ai) f(ilius) Macer |(centurio) / cohor(tis) I / Liburnorum / Iano Patri / v(otum) s(olvit) l(ibens) m(erito)","T Octavius C f Macer cohor I Liburnorum Iano Patri v s l m","Titus Octavius Cai filius Macer centurio cohortis I Liburnorum Iano Patri votum solvit libens merito",NA,NA,"44.0737376","15.497817","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021805;lu_24133;1ae1950-41","","","1 to 100","Nedinum"
"EDCS-28400238","CIL 03, 02982 (p 1037)","Dalmatia","Nin / Aenona","1","150","1","150","tituli sepulcrales;  tria nomina;  viri","C(aio) Licinio / Thalamo / [3]urus / [","C Licinio Thalamo urus","Caio Licinio Thalamo urus",NA,NA,"44.2430736","15.1840255","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD060371","","","1 to 150","Aenona"
"EDCS-57100085","VAMZ-1974-47","Dalmatia","Omisalj / Fulfinum","92","92","92","92","Augusti/Augustae;  litterae erasae;  milites;  tituli operum;  tituli sacri;  viri","[I]mp(erator) Caesar divi f[[[il(ius) Domitia]]]/[[[nus]]] Aug[ustus] p(ontifex) m(aximus) tribuniciae / [p]otestatis [[[XIIII(?)]]] imp(erator) [[[XXII(?)]]] consul [[[XVI(?)]]] / censor perp(etuus) p(ater) p(atriae) / aquam Flaviam Augustam novis / fontibus collectis Flavio Fulfi/no induxit L(ucius) Sestius Dexter / veteranus coh(ortis) III praetoriae / de sua pecunia faciundum cu/ravit","mp Caesar divi f Aug p m tribuniciae otestatis imp consul censor perp p p aquam Flaviam Augustam novis fontibus collectis Flavio Fulfino induxit L Sestius Dexter veteranus coh III praetoriae de sua pecunia faciundum curavit","Imperator Caesar divi filius Domitianus Augustus pontifex maximus tribuniciae potestatis XIIII imperator XXII consul XVI censor perpetuus pater patriae aquam Flaviam Augustam novis fontibus collectis Flavio Fulfino induxit Lucius Sestius Dexter veteranus cohortis III praetoriae de sua pecunia faciundum curavit","lapis",NA,"45.2120215","14.5575259","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD057403","","","92 to 92","Fulfinum"
"EDCS-31400694","CIL 03, 10181,2 (p 2328,178) = AE 1890, 00052","Dalmatia","Podgrade / Asseria","1","70","1","70","milites;  sigilla impressa;  tituli fabricationis","Leg(io) VIII Aug(usta)","Leg VIII Aug","Legio VIII Augusta","opus figlinae",NA,"44.0203427","15.669073","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054214;1ae1890-13","","","1 to 70","Asseria"
"EDCS-31400408","CIL 03, 13339,1 = AE 1893, 00007","Dalmatia","Podgrade / Asseria","1","70","1","70","milites;  sigilla impressa;  tituli fabricationis","[Le]g(io) VIII [Aug(usta)]","g VIII","Legio VIII Augusta","opus figlinae",NA,"44.0203427","15.669073","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD060547;1ae1893-02","","","1 to 70","Asseria"
"EDCS-30200437","CIL 03, 15025 = ILJug-03, 02832 = AE 1981, 00697","Dalmatia","Podgrade / Asseria","1","50","1","50","milites;  tituli operum;  viri","C(aius) Oppiu[s 3] / mil(es) leg(ionis) X[ // ] d(e) s(ua) p(ecunia) // fr(umenti?) // he(mina?) // s(extarius)","C Oppiu mil leg X d s p fr he s","Caius Oppius miles legionis X de sua pecunia frumenti hemina sextarius",NA,NA,"44.0203427","15.669073","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD005744;lu_24248","","","1 to 50","Asseria"
"EDCS-31200522","CIL 03, 15026 = Kurilic 00009 = AE 2003, +01332","Dalmatia","Podgrade / Asseria","1","70","1","70","milites;  tituli sepulcrales;  viri","leg(ionis) X] Frete[nsis p]rimus omnium Asser[iensium ex HS] / CC testamen(to) fieri iussit","leg X Freterimus omnium Asser CC testamen fieri iussit","legionis X Fretensis primus omnium Asseriensium ex HS CC testamento fieri iussit",NA,NA,"44.0203427","15.669073","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD051373;lu_23211","","","1 to 70","Asseria"
"EDCS-30101162","Legio-VII 00099 = AE 2003, 01332","Dalmatia","Podgrade / Asseria","14","20","14","20","milites;  ordo senatorius;  termini;  tria nomina;  viri","Ex [dec(reto) P(ubli) Corn(eli)] / Dol(abellae) leg(ati) pr(o) [pr(aetore)] / det(erminavit) C(aius) Titius / Geminus |(centurio) / leg(ionis) VII inte[r] / Asser(iates) et C[or(nienses)]","Ex Dol leg pr det C Titius Geminus leg VII inte Asser et C","Ex decreto Publi Corneli Dolabellae legati pro praetore determinavit Caius Titius Geminus centurio legionis VII inter Asseriates et Cornienses","lapis",NA,"44.0203427","15.669073","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD045056","","","14 to 20","Asseria"
"EDCS-30600026","CIL 03, 06415 = CIL 03, 09895","Dalmatia","Puljane / Pugliane / Burnum","31","100","31","100","mulieres;  tituli sepulcrales;  tria nomina;  viri","Ti(berius) Claudius [3] / Ti(beri) <f=I>(ilius) Quadrat[us 3] / Clau(dio) Aequo[3] / ann(orum) XXXV s[ibi et] / Pelsoniae [3 f(iliae) Ter]/tullae uxo[ri] / t(estamento) f(ieri) i(ussit)","Ti Claudius Ti I Quadrat Clau Aequo ann XXXV s Pelsoniae tullae uxo t f i","Tiberius Claudius Tiberi filius Quadratus Claudio Aequo annorum XXXV sibi et Pelsoniae filiae Tertullae uxori testamento fieri iussit",NA,NA,"43.9743322","16.032173","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061469;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9895","","","31 to 100","Burnum"
"EDCS-10101964","ILJug-03, 02956 = AE 1980, 00689 = AE 2012, +01086 = AE 2016, +01224","Dalmatia","Punta Kriza","1","100","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Liccaeus Vei f(ilius) / |(centurio) de liburna / Lucusta / testamento / fieri iussit arbit(ratu) / Dabali Triti / heredis / a(mico) mer(enti) an(norum) XXX / loc(o) publ(ice) dat(o)","Liccaeus Vei f de liburna Lucusta testamento fieri iussit arbit Dabali Triti heredis a mer an XXX loc publ dat","Liccaeus Vei filius centurio de liburna Lucusta testamento fieri iussit arbitratu Dabali Triti heredis amico merenti annorum XXX loco publice dato","lapis",NA,"44.6382141","14.4929765","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_AE_1980_00689_1.jpg;$M_AE_1980_00689_2.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD004919;lu_20688","","","1 to 100","Punta Kriza"
"EDCS-28400368","CIL 03, 03114 = Liburnia 00040","Dalmatia","Rab, Otok / Arba","1","150","1","150","milites;  tituli sacri;  tria nomina;  viri","Iovi / Optimo / Maximo / Sex(tus) Quinctilius / Q(uinti) f(ilius) Seneca veter(anus) / coh(ortis) IIII pr(aetoriae) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Sex Quinctilius Q f Seneca veter coh IIII pr v s l m","Iovi Optimo Maximo Sextus Quinctilius Quinti filius Seneca veteranus cohortis IIII praetoriae votum solvit libens merito",NA,NA,"44.7756866","14.7346385","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD057995","","","1 to 150","Arba"
"EDCS-30900100","CIL 03, 10121","Dalmatia","Rab, Otok / Arba","51","150","51","150","mulieres;  nomen singulare;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri","L(ucio) Baebio / Opiavi f(ilio) / Ser(gia) Oplo / Malavico / aedili / decurioni / IIviro / ann(orum) LX / et Seiae / Opli f(iliae) / Tertullae / uxori eius / ann(orum) LV / t(estamento) f(ieri) i(ussit)","L Baebio Opiavi f Ser Oplo Malavico aedili decurioni II viro ann LX et Seiae Opli f Tertullae uxori eius ann LV t f i","Lucio Baebio Opiavi filio Sergia Oplo Malavico aedili decurioni II viro annorum LX et Seiae Opli filiae Tertullae uxori eius annorum LV testamento fieri iussit",NA,NA,"44.7756866","14.7346385","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$JL_EDCS-30900100.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058005;lu_24144","","","51 to 150","Arba"
"EDCS-30600140","CIL 03, 06359 (p 1491) = D 02665 = IDRE-02, 00305 = CILGM 00002 = AE 2013, +01188","Dalmatia","Risan / Risano / Risinium","114","117","114","117","milites;  tituli operum;  tria nomina;  viri","C(aius) Statius C(ai) f(ilius) / Serg(ia) Celsus / evoc(atus) Aug(usti) donis / donatus bis corona / aurea torquibus / phaleris armillis / ob triumphos belli / Dacici ab Imp(eratore) Caesa/re Nerva Traiano Aug(usto) / Germ(anico) Dac(ico) Parthico / Optimo |(centurio) leg(ionis) VII Geminae / in Hispania t(estamento) p(oni) i(ussit) et epulo / dedicavit","C Statius C f Serg Celsus evoc Aug donis donatus bis corona aurea torquibus phaleris armillis ob triumphos belli Dacici ab Imp Caesare Nerva Traiano Aug Germ Dac Parthico Optimo leg VII Geminae in Hispania t p i et epulo dedicavit","Caius Statius Cai filius Sergia Celsus evocatus Augusti donis donatus bis corona aurea torquibus phaleris armillis ob triumphos belli Dacici ab Imperatore Caesare Nerva Traiano Augusto Germanico Dacico Parthico Optimo centurio legionis VII Geminae in Hispania testamento poni iussit et epulo dedicavit","lapis",NA,"42.5149792","18.6955649","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00002_1.jpg;$CILGM_00002_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058509;de-a0528","","","114 to 117","Risinium"
"EDCS-30301392","CIL 03, 09885 (p 1475) = D 02322","Dalmatia","Roski slap","9","42","9","42","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  viri","M(arcus) Fraxsanius Sex(ti) f(ilius) / Pol(lia) domo Regio Lepido / veteranus leg(ionis) XI eques / annorum XLIIII stipendiorum XXV donatus / phaleris torquibus / armillis h(ic) s(itus) e(st) / Primu(s) l(ibertus) pro meritis","M Fraxsanius Sex f Pol domo Regio Lepido veteranus leg XI eques annorum XLIIII stipendiorum XXV donatus phaleris torquibus armillis h s e Primu l pro meritis","Marcus Fraxsanius Sexti filius Pollia domo Regio Lepido veteranus legionis XI eques annorum XLIIII stipendiorum XXV donatus phaleris torquibus armillis hic situs est Primus libertus pro meritis","rupes",NA,"43.903745","15.9750672","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061586;de-a0468;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=9885","","","9 to 42","Roski slap"
"EDCS-27500009","CIL 03, 01914 (p 2328,121) = CIL 03, 08506 = Wilkes-1969, p 112","Dalmatia","Runovici / Runovic / Novae","1","150","1","150","milites;  mulieres;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri","C(aius) Appuleius Etrus/cus speculator / vet(eranus) leg(ionis) XI decurio / allectus Salonae / et C(aius) Appuleius / Etruscus f(ilius) anno/rum XIIII h(ic) s(iti) su[nt] / Cuparia Lupu[a(ria) f(ecit)]","C Appuleius Etruscus speculator vet leg XI decurio allectus Salonae et C Appuleius Etruscus f annorum XIIII h s su Cuparia Lupu","Caius Appuleius Etruscus speculator veteranus legionis XI decurio allectus Salonae et Caius Appuleius Etruscus filius annorum XIIII hic siti sunt Cuparia Lupuaria fecit",NA,NA,"43.388890","17.2354538","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053692","","","1 to 150","Novae"
"EDCS-27500010","CIL 03, 01915 (p 2328,121) = CIL 03, 08507","Dalmatia","Runovici / Runovic / Novae","42","150","42","150","milites;  tituli sepulcrales;  viri","] / SC[3] / Floreni[3] / vet(eranus) leg(ionis) XI C(laudiae) P(iae) F(idelis) / testamento f[ieri] / iussit h(ic) s(itus) [e(st)] / in fronte p(edes) X[3] / in agrum(!) p(edes) [3]","SC Floreni vet leg XI C P F testamento f iussit h s in fronte p X in agrum p","SC Floreni veteranus legionis XI Claudiae Piae Fidelis testamento fieri iussit hic situs est in fronte pedes X in agrum pedes",NA,NA,"43.388890","17.2354538","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053693","","","42 to 150","Novae"
"EDCS-30200149","CIL 03, 09796 = Grbic-2014, 00188","Dalmatia","Ruzic / Balijna Glavica / Municipium Magnum","51","150","51","150","milites;  nomen singulare;  tituli sepulcrales;  viri","Vercaius Me/di f(ilius) eques / ala nova C<l=I>a/udia [t(urma?) L]ici<n=I>i / domo Varcia/nus anno[r(um) 3] / st<i=U>pendior(um) XX[3] / h(ic) s(itus) e(st) posuit Max/imus Regini f(ilius)","Vercaius Medi f eques ala nova CIaudia iciIi domo Varcianus anno stUpendior XX h s e posuit Maximus Regini f","Vercaius Medi filius eques ala nova Claudia turma Licini domo Varcianus annorum stipendiorum XX hic situs est posuit Maximus Regini filius",NA,NA,"43.8199367","16.2663102","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0036607;HD058349","","","51 to 150","Municipium Magnum"
"EDCS-10000768","ILJug-02, 00756","Dalmatia","Ruzic / Balijna Glavica / Municipium Magnum","41","74","41","74","milites;  tituli sepulcrales;  tria nomina;  viri","]q[3 equ]es alae / [novae] Cla(udiae) dupli/[car(ius)] annor(um) XL / [stip(endiorum)] XXII h(ic) s(itus) est / [Ti(berius) C]laud(ius) Sabi/[nin]us decurio / [he]res pos(u)it t(testamento) f(ieri) i(ussit)","q es alae Cla dupli annor XL XXII h s est laud Sabius decurio res posit t f i","q eques alae novae Claudiae duplicarius annorum XL stipendiorum XXII hic situs est Tiberius Claudius Sabininus decurio heres posuit ttestamento fieri iussit","lapis",NA,"43.8199367","16.2663102","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034202","","","41 to 74","Municipium Magnum"
"EDCS-08300491","Legio-VII 00089 = AE 1985, 00712 = AE 1981, 00699","Dalmatia","Seget Donji / Tragurium","42","57","42","57","milites;  praenomen et nomen;  tituli sacri;  viri","Hercu(li) / sacrum / [P(ublius)] Plotius |(centurio) leg(ionis) / VII C(laudiae) P(iae) F(idelis) / v(otum) s(olvit) l(ibens) m(erito)","Hercu sacrum Plotius leg VII C P F v s l m","Herculi sacrum Publius Plotius centurio legionis VII Claudiae Piae Fidelis votum solvit libens merito",NA,NA,"43.5179953","16.2272015","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00089.jpg;$M_AE_1981_00699.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD003120","","","42 to 57","Tragurium"
"EDCS-10100902","ILJug-03, 01962 = Grbic-2014, 00020 = AE 1941, 00052","Dalmatia","Sinj / Osinium","1","100","1","100","milites;  praenomen et nomen;  tituli sacri;  viri","[G]enio / Osiniatiu[m] / P(ublius) Rapidiu[s] / signifer / c(o)h[ortis","enio Osiniatiu P Rapidiu signifer chortis","Genio Osiniatium Publius Rapidius signifer cohortis","lapis",NA,"43.7015963","16.6365238","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD021249;1ae1941-17","","","1 to 100","Osinium"
"EDCS-10100903","ILJug-03, 01963 = AE 1911, +00237","Dalmatia","Sinj / Osinium","46","100","46","100","milites;  tituli sepulcrales;  tria nomina;  viri","Ti(berius) Claudius / Priscus / vet(eranus) alae Claud(iae) nov(ae) / t(estamento) f(ieri) i(ussit) / arbitratu Sexti Viniusi","Ti Claudius Priscus vet alae Claud nov t f i arbitratu Sexti Viniusi","Tiberius Claudius Priscus veteranus alae Claudiae novae testamento fieri iussit arbitratu Sexti Viniusi","lapis",NA,"43.7015963","16.6365238","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_ILJug-03_01963.jpg;$M_ILJug-03_01963_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034303;1ae1911-54","","","46 to 100","Osinium"
"EDCS-28300146","CIL 03, 02817 = D 02467 = AE 2002, +00087","Dalmatia","Skradin / Scardona","31","70","31","70","milites;  tituli sepulcrales;  tria nomina;  viri","[3] Appinius / Pol(lia) Faven/[ti]a Quadr/atus |(centurio) vete/ranorum / leg(ionis) IIII Mac(edonicae) / an(n)o(s) na(tus) XL / bis huc pietas / ossa bene / qui[es]cant","Appinius Pol Favena Quadratus veteranorum leg IIII Mac ano na XL bis huc pietas ossa bene quicant","Appinius Pollia Faventia Quadratus centurio veteranorum legionis IIII Macedonicae annos natus XL bis huc pietas ossa bene quiescant","rupes",NA,"43.8178655","15.923372","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061639;de-a0492;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2817","","","31 to 70","Scardona"
"EDCS-28300147","CIL 03, 02818 (p 1626)","Dalmatia","Skradin / Scardona","9","42","9","42","milites;  praenomen et nomen;  tituli sepulcrales;  viri","T(itus) Cillius / T(iti) f(ilius) Fab(ia) / domo Lara/nda vet(eranus) / leg(ionis) XI ann(orum) LXX / stipendioru(m) / [X]XXIIX / [3]E[3]","T Cillius T f Fab domo Laranda vet leg XI ann LXX stipendioru XXIIX E","Titus Cillius Titi filius Fabia domo Laranda veteranus legionis XI annorum LXX stipendiorum XXXIIX E","rupes",NA,"43.8178655","15.923372","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061590","","","9 to 42","Scardona"
"EDCS-30600024","CIL 03, 06413 (p 2328,114) = D 02258","Dalmatia","Skradin / Scardona","1","100","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","P(ublius) Cornelius P(ubli) <f=P>(ilius) Epor<e=O>diensis / mil(es) leg(ionis) XI ann(orum) XXX stip(endiorum) VIII","P Cornelius P P EporOdiensis mil leg XI ann XXX stip VIII","Publius Cornelius Publi filius Eporediensis miles legionis XI annorum XXX stipendiorum VIII",NA,NA,"43.8178655","15.923372","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061593;de-a0456","","","1 to 100","Scardona"
"EDCS-55701984","AE 2009, 01015","Dalmatia","Solin / Salona","51","80","51","80","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","C(aius) Iulius Mara / veter(anus) coh(ortis) II / Cyrrhestar(um) ann(orum) XC / dom(o) Berea t(estamento) f(ieri) i(ussit) / Magnus lib(ertus) idemque / heres posuit","C Iulius Mara veter coh II Cyrrhestar ann XC dom Berea t f i Magnus lib idem que heres posuit","Caius Iulius Mara veteranus cohortis II Cyrrhestarum annorum XC domo Berea testamento fieri iussit Magnus libertus idem que heres posuit","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_2009_01015.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD065346;lu_24386","","","51 to 80","Salona"
"EDCS-27500032","CIL 03, 01940 = IDRE-02, 00301","Dalmatia","Solin / Salona","102","117","102","117","Augusti/Augustae;  milites;  ordo decurionum;  tituli sacri;  tria nomina;  viri","[H]erculi [3] / [S]ex(tus) Aquilli[us] / Severus |(centurio) coh(ortis) V[3] / donis donatus ab [Imp(eratore) Traiano bello] / Dacico dec(urio) Salonis et Flano[nae] / l(ocus) d(atus) d(ecreto) d(ecurionum)","erculi ex Aquilli Severus coh V donis donatus ab Dacico dec Salonis et Flano l d d d","Herculi Sextus Aquillius Severus centurio cohortis V donis donatus ab Imperatore Traiano bello Dacico decurio Salonis et Flanonae locus datus decreto decurionum",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053740","","","102 to 117","Salona"
"EDCS-27500041","CIL 03, 01952 = CIL 03, 08567 = D 04106 = CCCA-06, 00166 = Afrique p 782","Dalmatia","Solin / Salona","1","150","1","150","mulieres;  tituli operum;  tituli sacri;  tria nomina","Curia Pris/ca Matri Magnae / fanum r<e=i>fecit / signa posuit laro/phorum cymbala / tympana / catillum / forfices aram dat l(ibens) a(nimo)","Curia Prisca Matri Magnae fanum rifecit signa posuit larophorum cymbala tympana catillum forfices aram dat l a","Curia Prisca Matri Magnae fanum refecit signa posuit larophorum cymbala tympana catillum forfices aram dat libens animo","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_01952.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052014;lu_24845;de-b0139;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=8567","","","1 to 150","Salona"
"EDCS-27601616","CIL 03, 02004 (p 2328,125)","Dalmatia","Solin / Salona","71","100","71","100","milites;  mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Antonius M(arci) f(ilius) / Ser(gia) Surus vet(eranus) / leg(ionis) IIII F(laviae) F(elicis) t(estamento) f(ieri) i(ussit) sibi et / Pasiae Primae / uxori et / lib(ertis) lib(ertabusque) et / Hermeti / in f(ronte) p(edes) XII in ag(ro) p(edes) XIX / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","M Antonius M f Ser Surus vet leg IIII F F t f i sibi et Pasiae Primae uxori et lib lib et Hermeti in f p XII in ag p XIX h m h n s","Marcus Antonius Marci filius Sergia Surus veteranus legionis IIII Flaviae Felicis testamento fieri iussit sibi et Pasiae Primae uxori et libertis libertabus que et Hermeti in fronte pedes XII in agro pedes XIX hoc monumentum heredem non sequetur",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0039091;HD054185","","","71 to 100","Salona"
"EDCS-27601577","CIL 03, 02013","Dalmatia","Solin / Salona","51","150","51","150","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Bl(a)esius Ter/tullus m(iles) leg(ionis) / XI C(laudiae) P(iae) F(idelis) Papiriae / Pyrallidi bene meren(ti) / (h)ospit(a)e su(a)e annorum XXV / de suo fecit","M Blesius Tertullus m leg XI C P F Papiriae Pyrallidi bene meren ospite sue annorum XXV de suo fecit","Marcus Blaesius Tertullus miles legionis XI Claudiae Piae Fidelis Papiriae Pyrallidi bene merenti hospitae suae annorum XXV de suo fecit",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054709","","","51 to 150","Salona"
"EDCS-27601578","CIL 03, 02014 (p 1509) = Legio-VII 00010 = AE 2010, +01166","Dalmatia","Solin / Salona","42","130","42","130","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Caesius L(uci) f(ilius) / Cam(ilia) Bassus / domo Pisauri / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) LIII stip(endiorum) XXXIII / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) h(eres) p(osuit) / in f(ronte) p(edes) VI in a(gro) p(edes) X","L Caesius L f Cam Bassus domo Pisauri vet leg VII C P F an LIII stip XXXIII h s e t f i h p in f p VI in a p X","Lucius Caesius Luci filius Camilia Bassus domo Pisauri veteranus legionis VII Claudiae Piae Fidelis annorum LIII stipendiorum XXXIII hic situs est testamento fieri iussit heres posuit in fronte pedes VI in agro pedes X",NA,NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02014.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054710","","","42 to 130","Salona"
"EDCS-27601580","CIL 03, 02016 = CIL 03, 08577 = D 02530 = Hernandez-01, 00037","Dalmatia","Solin / Salona","1","100","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Cloutius Clutami f(ilius) / duplicarius alae / Pannonior(um) Susarru(s) / domo Curunniace / an(norum) XXXV stipend(iorum) XI[3] / [h(ic)] s(itus) est pos(u)it Ca[","Cloutius Clutami f duplicarius alae Pannonior Susarru domo Curunniace an XXXV stipend XI s est posit Ca","Cloutius Clutami filius duplicarius alae Pannoniorum Susarrus domo Curunniace annorum XXXV stipendiorum XI hic situs est posuit Ca","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02016.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0015255;HD054712;lu_24969;de-a0506;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=8577","","","1 to 100","Salona"
