"EDCS-ID","publication","province","place","cleaned_place","dating_from","dating_to","status","inscription","inscription_interpretive_cleaning","latitude","longitude","photo"
"EDCS-00380803","AE 1994, 01357","Dalmatia","Dugopolje / Salona","Salona","51","100","milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","C(aius) Iulius Bar/cenei f(ilius) The/odorus m/iles coh(ortis) II / Cyrrhesta/rum annor(um) / LXV stipen(diorum) XLII / h(ic) s(itus) e(st) posuit / C(aius) Iulius Scapula / frat(er)","Caius Iulius Barcenei filius Theodorus miles cohortis II Cyrrhestarum annorum LXV stipendiorum XLII hic situs est posuit Caius Iulius Scapula frater","43.5825155","16.5954344",NA
"EDCS-00380804","AE 1994, 01358","Dalmatia","Dugopolje / Salona","Salona","1","100","milites;  sacerdotes pagani;  tituli sacri;  tria nomina;  viri","C(aius) Iulius An/dromachus / miles coh(ortis) II / Cyrr(h)estar(um) ann(orum) LXV stipend(iorum) / XXXX / C(aius) Iulius Apolla / sodalis vo(tum) posuit","Caius Iulius Andromachus miles cohortis II Cyrrhestarum annorum LXV stipendiorum XXXX Caius Iulius Apolla sodalis votum posuit","43.5825155","16.5954344","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_1994_01358.jpg;$PF_AE_1994_01358_1.jpg;$AE_1994_01358.jpg;pp"
"EDCS-00380801","Legio-VII 00021 = AE 1994, 01355","Dalmatia","Dugopolje / Salona","Salona","1","42","milites;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Iulius C(ai) f(ilius) / Vel(ina) domo / Pessinunte / vet(eranus) leg(ionis) VII / ann(orum) XLV stip(endiorum) XXV / h(ic) s(itus) e(st) / C(aius) Mummius p(osuit)","Caius Iulius Cai filius Velina domo Pessinunte veteranus legionis VII annorum XLV stipendiorum XXV hic situs est Caius Mummius posuit","43.5825155","16.5954344","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00021.jpg"
"EDCS-00380802","ZPE-138-273 = AE 1994, 01356 = AE 2002, 01118","Dalmatia","Dugopolje / Salona","Salona","71","150","milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","Severus Triocha/ri f(ilius) Ubius / eq(ues) ala(e) Tu/ngr(orum) ann(orum) / XXVI sti(pendiorum) V / h(ic) s(itus) e(st) Urban/us fratri pos(u)it","Severus Triochari filius Ubius eques alae Tungrorum annorum XXVI stipendiorum V hic situs est Urbanus fratri posuit","43.5825155","16.5954344",NA
"EDCS-31200876","CIL 03, 08287a = CIL 03, 12692,2 = CIL 03, 13819a = Doclea 00022,2 = CILGM 00103,2","Dalmatia","Duklja / Duklje / Rusevine / Doclea","Doclea","71","130","mulieres;  ordo decurionum;  ordo equester;  tituli honorarii;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","[M(arco)] Fl(avio) M(arci) f(ilio) Q[uir(ina) Ba]lbino huic defunc(to) ordo Docl(eatium) honore[s o]mnes et statuam / equestr(em) [dec]r(evit) Fl(avius) Fronto et Fl(avia) Tertulla fil(io)","Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla filio","42.4686384","19.2654984","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Doclea_00022.jpg;$CILGM_00103_2.jpg;$CILGM_00103_2_1.jpg;pp"
"EDCS-31200877","CIL 03, 08287b = CIL 03, 12692,1 = CIL 03, 13819b = Doclea 00022,1 = CILGM 00103,1","Dalmatia","Duklja / Duklje / Rusevine / Doclea","Doclea","71","130","mulieres;  ordo decurionum;  tituli honorarii;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","M(arco) Fl(avio) M(arci) f(ilio) Quir(ina) Balbino [huic defu]nc(to) ordo Docl(eatium) honores omnes et statuam / equestr(em) decr(evit) [Fl(avius) Fronto e]t Fl(avia) Tertulla parentes inauraverunt","Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla parentes inauraverunt","42.4686384","19.2654984","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00103_1.jpg;$CILGM_00103_1_1.jpg;$CILGM_00103-1_2.jpg;pp"
"EDCS-31200878","CIL 03, 08287c = CIL 03, 12692,3 = CIL 03, 13819c = Doclea 00022,4 = CILGM 00103,4","Dalmatia","Duklja / Duklje / Rusevine / Doclea","Doclea","71","130","mulieres;  ordo decurionum;  ordo equester;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","[M(arco) Fl(avio) M(arci) f(ilio) Quir(ina) Balbino huic defunc(to) ordo Doc]l(eatium) honor(es) omnes et statuam equestr(em) / [decr(evit) Fl(avius) Fronto et Fl(avia) Tertulla parentes] inauraverunt","Marco Flavio Marci filio Quirina Balbino huic defuncto ordo Docleatium honores omnes et statuam equestrem decrevit Flavius Fronto et Flavia Tertulla parentes inauraverunt","42.4686384","19.2654984","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00103_4.jpg;pp"
"EDCS-58000077","CIL 03, 12693 = CIL 03, 12694 = CIL 03, 13820 = CIL 03, 18321 = Doclea 00023 = Bergemann 00092 = CILGM 00104 = CILGM 00105 = CILGM 00173 = CILGM 00174 = AE 1897, 00007 = AE 1897, 00008","Dalmatia","Duklja / Duklje / Rusevine / Doclea","Doclea","71","130","mulieres;  tituli honorarii;  tituli operum;  tria nomina;  viri","M(arco) Flavio M(arci) f(ilio) / Quir(ina) / Balb[i]no ann(orum) XV / huic defunct(o) ord(o) / mun(icipii) Docl(eatium) funus / public(um) e[t] statuam / [ped]estre[m] decr(evit) item / [primo Docl(eatium) honores / qua[n]tos per [l]eges caper(e) / [licuit et statuam] equest(rem) / [3] Quir(ina) / [3] statuam / [3] t(estamento) p(oni) i(ussit) / M(arcus) Flavius Fronto / et Flavia Tertulla / parentes impens(am) adiect(am) / in[aura]verunt] // [M(arco) Fla]vio M(arci) f(ilio) / [Qu]ir(ina) / B[albin]o ann(orum) XV / [huic def]unct(o) ord(o) / [Docl(eatium) praete]r funu[s] / [public(um) st]atuam / [3] decrevit / [item primo D]ocleatiu[m] / [honores q]uantos pe[r] / [leges caper]e liceret e[t] / [statuam e]questr(em) / [M(arcus) Flaviu]s Fronto [et] / [F]lavia Tertull[a] / filio // [M(arcus) Fla]vius Fr[onto et Fl(avia) Te]rt[u]l/la [f(aciendum) c(uraverunt)]","Marco Flavio Marci filio Quirina Balbino annorum XV huic defuncto ordo municipii Docleatium funus publicum et statuam pedestrem decrevit item primo Docleatium honores quantos per leges capere licuit et statuam equestrem Quirina statuam testamento poni iussit Marcus Flavius Fronto et Flavia Tertulla parentes impensam adiectam inauraverunt Marco Flavio Marci filio Quirina Balbino annorum XV huic defuncto ordo Docleatium praeter funus publicum statuam decrevit item primo Docleatium honores quantos per leges capere liceret et statuam equestrem Marcus Flavius Fronto et Flavia Tertulla filio Marcus Flavius Fronto et Flavia Tertulla faciendum curaverunt","42.4686384","19.2654984","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Doclea_00023.jpg;$CILGM_00104.jpg;$CILGM_00105.jpg"
"EDCS-10100785","ILJug-03, 01828 = CILGM 00183","Dalmatia","Duklja / Duklje / Rusevine / Doclea","Doclea","1","150","milites;  tituli sepulcrales;  viri","]F[3]M[3] / CAP[3] / milit(i) l[eg(ionis) 3] / stip[e]n[diorum] / XO[3] / VIII[3] / h(ic) [s(itus) e(st)]","F M CAP militi legionis stipendiorum XO VIII hic situs est","42.4686384","19.2654984",NA
"EDCS-57200004","Kurilic 00004 = Liburnia 00072","Dalmatia","Galovac / Iader","Iader","1","100","milites;  tituli sacri","I Mac(edonica) le[g(io)] / [I]ovi O(ptimo) M(aximo) / v(otum) [s(olvit)] l(ibens) m(erito)","I Macedonica legio Iovi Optimo Maximo votum solvit libens merito","44.0724549","15.3944579",NA
"EDCS-30101159","AE 2003, 01328","Dalmatia","Gardun / Tilurium","Tilurium","1","100","tituli sacri","Gen[io] / [","Genio","43.6099573","16.7139587",NA
"EDCS-28300034","CIL 03, 02708 = CIL 03, 09725","Dalmatia","Gardun / Tilurium","Tilurium","9","69","milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Allius L(uci) f(ilius) Fabia / signif(er) leg(ionis) XI / annor(um) XXX stip(endiorum) X / h(ic) s(itus) e(st) / L(ucius) Statienus L(uci) f(ilius) Fabia / Catulus pos(uit)","Lucius Allius Luci filius Fabia signifer legionis XI annorum XXX stipendiorum X hic situs est Lucius Statienus Luci filius Fabia Catulus posuit","43.6099573","16.7139587",NA
"EDCS-28300035","CIL 03, 02709 (p 2328,154) = D 02252 = Legio-VII 00002","Dalmatia","Gardun / Tilurium","Tilurium","9","42","milites;  praenomen et nomen;  tituli sepulcrales;  viri","T(itus) Ancharenus / T(iti) f(ilius) Ser(gia) / dom(o) Laranda / mil(es) leg(ionis) VII an(norum) / XLIV stip(endiorum) XXIII / h(ic) s(itus) e(st)","Titus Ancharenus Titi filius Sergia domo Laranda miles legionis VII annorum XLIV stipendiorum XXIII hic situs est","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02709.jpg;$D_02252.jpg;$Legio-VII_00002.jpg;pp"
"EDCS-28300036","CIL 03, 02710 = CIL 03, 09726 = D 02253 = Legio-VII 00012","Dalmatia","Gardun / Tilurium","Tilurium","1","40","milites;  tituli sepulcrales;  tria nomina;  viri","Cn(aeus) Domiti/us Cn(aei) f(ilius) Vel(ina) / Pessinunte / an(norum) XLIV stip(endiorum) / XXV veteran(us) / ex leg(ione) VII h(ic) s(itus) e(st) / testamento / fieri iussit","Cnaeus Domitius Cnaei filius Velina Pessinunte annorum XLIV stipendiorum XXV veteranus ex legione VII hic situs est testamento fieri iussit","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$D_02253_1.jpg;$D_02253_2.jpg;$Legio-VII_00012_1.jpg;$Legio-VII_00012_2.jpg"
"EDCS-28300037","CIL 03, 02711","Dalmatia","Gardun / Tilurium","Tilurium","9","69","milites;  ordo equester;  ordo senatorius;  tria nomina;  viri","P(ublius) Apulanus P(ubli) f(ilius) / Pol(lia) Sabinus / domo E<p=T>or<e=F>d(ia) / tri(bunus) mil(itum) leg(ionis) XI / N IM","Publius Apulanus Publi filius Pollia Sabinus domo Eporedia tribunus militum legionis XI N IM","43.6099573","16.7139587",NA
"EDCS-28300038","CIL 03, 02712 (p 2328,154) = CIL 03, 09727","Dalmatia","Gardun / Tilurium","Tilurium","61","70","milites;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Elvadius Mac<er=RF>(?) / eq(ues) alae Claudiae Novae / dom(o) Cugernus ann(orum) XXX stip(endiorum) XII / t(estamento) f(ieri) i(ussit) / Ti(berius) Claudius Aurelius / her(es) pos(uit)","Marcus Elvadius MacerF eques alae Claudiae Novae domo Cugernus annorum XXX stipendiorum XII testamento fieri iussit Tiberius Claudius Aurelius heres posuit","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_09727.jpg;$PF_CIL_03_02712.jpg;$PF_CIL_03_02712_1.jpg"
"EDCS-28300039","CIL 03, 02713","Dalmatia","Gardun / Tilurium","Tilurium","1","150","milites;  tria nomina;  viri","C(aius) Helvius C(ai) [f(ilius)] / Macer Ulp(ia) mil(es) / [","Caius Helvius Cai filius Macer Ulpia miles","43.6099573","16.7139587",NA
"EDCS-28300040","CIL 03, 02714 (p 1475) = CIL 03, 09736 = Legio-VII 00022","Dalmatia","Gardun / Tilurium","Tilurium","9","56","milites;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Iulius C(ai) f(ilius) / V(o)ltinia Clistin/na mil(es) leg(ionis) VII / ann(orum) XL stip(endiorum) XIIX / h(ic) s(itus) e(st)","Caius Iulius Cai filius Voltinia Clistinna miles legionis VII annorum XL stipendiorum XIIX hic situs est","43.6099573","16.7139587",NA
"EDCS-28300041","CIL 03, 02715 = Legio-VII 00024","Dalmatia","Gardun / Tilurium","Tilurium","42","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","M(arcus) Iulius M(arci) f(ilius) / Trernahensis / miles leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) XXXXV stip(endiorum) XX / M(arcus) A<rr=II>untius frater <et=N> / [he]r<e=I>] po<s=I>ui<t=I> / h(ic) s(itus) e(st)","Marcus Iulius Marci filius Trernahensis miles legionis VII Claudiae Piae Fidelis annorum XXXXV stipendiorum XX Marcus ArrIuntius frater et here posuit hic situs est","43.6099573","16.7139587",NA
"EDCS-28300042","CIL 03, 02716 (p 1610, 2269) = Legio-VII 00046","Dalmatia","Gardun / Tilurium","Tilurium","9","56","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Q(uintus) Oppius Q(uinti) f(ilius) / Pol(lia) Foro Corne(lii) / signifer leg(ionis) VII / ann(orum) XXX stip(endiorum) VIII / h(ic) s(itus) e(st) heres pos(ui)t","Quintus Oppius Quinti filius Pollia Foro Cornelii signifer legionis VII annorum XXX stipendiorum VIII hic situs est heres posuit","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00046.jpg"
"EDCS-24400345","CIL 03, 02717 = CIL 03, 09728 = Philippi 00708 = Legio-VII 00061 = CIPh-02-01, p 398","Dalmatia","Gardun / Tilurium","Tilurium","9","56","milites;  praenomen et nomen;  tituli sepulcrales","L(ucius) Valerius L(uci) f(ilius) Volt(inia) / domo Philippis / mil(es) leg(ionis) VII ann(orum) XXXV / stip(endiorum) XV h(ic) s(itus) e(st) / t(estamento) f(ieri) i(ussit)","Lucius Valerius Luci filius Voltinia domo Philippis miles legionis VII annorum XXXV stipendiorum XV hic situs est testamento fieri iussit","43.6099573","16.7139587",NA
"EDCS-28300043","CIL 03, 02718 (p 1610)","Dalmatia","Gardun / Tilurium","Tilurium","14","37","Augusti/Augustae;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Vireius T(iti) [f(ilius)] Celer Leo domo / Augusta Ba[g]ie[n(norum)] donatus a / Tib(erio) C(a)esare tor(quibus) armillis fale[ris(!)]","Marcus Vireius Titi filius Celer Leo domo Augusta Bagiennorum donatus a Tiberio Caesare torquibus armillis faleris","43.6099573","16.7139587",NA
"EDCS-28300047","CIL 03, 02722 = CIL 03, 09729 = CLE + 00145 = CLE 01536 = AE 2008, +00017","Dalmatia","Gardun / Tilurium","Tilurium","1","150","carmina;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","C(aius) Laberius (!) f(ilius) / [3]es ann(orum) VII / h(ic) s(itus) e(st) / hunc titulum posuit tibi fidus amicus ult<i=U>ma / quae potui debita pers[o]lvi / non dolere mater faciundum fuit properavit / aetas voluit hoc astrum meum vale et priores / aetate te tollant hunc luctum tibi","Caius Laberius filius es annorum VII hic situs est hunc titulum posuit tibi fidus amicus ultima quae potui debita persolvi non dolere mater faciundum fuit properavit aetas voluit hoc astrum meum vale et priores aetate te tollant hunc luctum tibi","43.6099573","16.7139587",NA
"EDCS-28300048","CIL 03, 02723 (p 2328,154)","Dalmatia","Gardun / Tilurium","Tilurium","51","100","nomen singulare;  praenomen et nomen;  servi/servae;  tituli sepulcrales;  viri","Honesimus / T(iti) Septumi / ser(vus) ann(orum) XV / h(ic) s(itus) e(st) dominus / bene merito / p(osuit)","Honesimus Titi Septumi servus annorum XV hic situs est dominus bene merito posuit","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_CIL_03_02723_1.jpg;$PF_CIL_03_02723.jpg;$PF_CIL_03_02723_1.jpg"
"EDCS-28300051","CIL 03, 02726","Dalmatia","Gardun / Tilurium","Tilurium","1","150","mulieres;  tituli sepulcrales;  tria nomina","Titi(a)e Pro/cillae an/norum / XXXVI / [","Titiae Procillae annorum XXXVI","43.6099573","16.7139587",NA
"EDCS-28300052","CIL 03, 02727","Dalmatia","Gardun / Tilurium","Tilurium","1","150","tituli sepulcrales","] / h(ic) s(itus?) e(st)","hic situs est","43.6099573","16.7139587",NA
"EDCS-30100403","CIL 03, 09733 (p 1475) = CLE 00077 = Legio-VII 00008","Dalmatia","Gardun / Tilurium","Tilurium","9","56","carmina;  milites;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","Q(uintus) Baebius Q(uinti) f(ilius) Serg(ia) Conan(is) / miles leg(ionis) VII ann(orum) XXXXV / stip(endiorum) XX h(ic) s(itus) e(st) / quamvis lasse viator rogo ne graveris et / tumulum contempla meum lege et moraris iam / aliquid resciveris dum vixi hilaris iucundus amicis / nunc to[rpen]s iaceo hic o[ssa req]u[ies]cunt mea natus / sum C<o=A>n<a=O>nis conditu(s) in Ill<y=U>rico vale et bene / facito vitae dum fatum venit / frater fratri","Quintus Baebius Quinti filius Sergia Conanis miles legionis VII annorum XXXXV stipendiorum XX hic situs est quamvis lasse viator rogo ne graveris et tumulum contempla meum lege et moraris iam aliquid resciveris dum vixi hilaris iucundus amicis nunc torpens iaceo hic ossa requiescunt mea natus sum Conanis conditus in Illyrico vale et bene facito vitae dum fatum venit frater fratri","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00008.jpg;$PF_CIL_03_09733.jpg"
"EDCS-30100404","CIL 03, 09734 (p 1475, 2269) = ILJug-01, 00146 = Legio-VII 00026","Dalmatia","Gardun / Tilurium","Tilurium","9","56","milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Cornelius L(uci) f(ilius) / Fab(ia) Heraclea / mil(es) leg(ionis) VII ann(orum) / XXXIII stip(endiorum) XII t(estamento) f(ieri) i(ussit) / Secundus h(eres) p(osuit) / h(ic) s(itus) e(st)","Lucius Cornelius Luci filius Fabia Heraclea miles legionis VII annorum XXXIII stipendiorum XII testamento fieri iussit Secundus heres posuit hic situs est","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00026.jpg;$PF_CIL_03_09734.jpg;$PF_CIL_03_09734_1.jpg;$PF_CIL_03_09734_2.jpg"
"EDCS-30100405","CIL 03, 09735","Dalmatia","Gardun / Tilurium","Tilurium","71","130","milites;  nomen singulare;  tituli sepulcrales;  viri","Eu]genio(?) Eucisi f(ilio) / eq(uiti) ala(e) Frontoni(nianae) / an(norum) XL stip(endiorum) XX / Nemis Sige h(ic) s(itus) e(st) / frat{e}res frat{e}r(i) / fecerunt","Eugenio Eucisi filio equiti alae Frontoninianae annorum XL stipendiorum XX Nemis Sige hic situs est fratres fratri fecerunt","43.6099573","16.7139587",NA
"EDCS-30100406","CIL 03, 09737 (p 1475) = Legio-VII 00034","Dalmatia","Gardun / Tilurium","Tilurium","1","42","milites;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Longinus C(ai) f(ilius) / Cor(nelia) Amblada / mil(es) leg(ionis) VII an(norum) XL / stip(endiorum) XXI h(ic) s(itus) e(st) / frater fratri","Caius Longinus Cai filius Cornelia Amblada miles legionis VII annorum XL stipendiorum XXI hic situs est frater fratri","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00034.jpg;$PF_CIL_03_09737.jpg"
"EDCS-30100409","CIL 03, 09741 (p 1475) = Legio-VII 00068","Dalmatia","Gardun / Tilurium","Tilurium","9","56","milites;  praenomen et nomen;  tituli sepulcrales;  viri","M(arcus) Vibius M(arci) f(ilius) / Aem(ilia) D<y=U>rra(chio) / mil(es) leg(ionis) VII / ann(orum) XXX stip(endiorum) VII / h(ic) s(itus) e(st) / [3]lius h(eres) p(osuit)","Marcus Vibius Marci filius Aemilia Dyrrachio miles legionis VII annorum XXX stipendiorum VII hic situs est lius heres posuit","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00068.jpg"
"EDCS-30100410","CIL 03, 09742 (p 1475) = Legio-VII 00071","Dalmatia","Gardun / Tilurium","Tilurium","9","56","milites;  tituli sepulcrales;  viri","] / C[3 P]ol(lia) Aese / mil(es) leg(ionis) VII / ann(orum) XXX / stip(endiorum) VII h(ic) s(itus) e(st)","C Pollia Aese miles legionis VII annorum XXX stipendiorum VII hic situs est","43.6099573","16.7139587",NA
"EDCS-30100411","CIL 03, 09744","Dalmatia","Gardun / Tilurium","Tilurium","1","150","tituli sepulcrales;  viri","]ITNAI[3] / LIVOS AN[3] / et Faustus [3] / ann(orum) XII","ITNAI LIVOS AN et Faustus annorum XII","43.6099573","16.7139587",NA
"EDCS-31900027","CIL 03, 13973","Dalmatia","Gardun / Tilurium","Tilurium","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","] |(centuria) F[lavi(?) 3] / Ver[ecundi(?) 3] / heres [3] / ex [t(estamento) f(aciendum) c(uravit)]","centuria Flavi Verecundi heres ex testamento faciendum curavit","43.6099573","16.7139587",NA
"EDCS-29900112","CIL 03, 13975 = AE 1895, 00014","Dalmatia","Gardun / Tilurium","Tilurium","51","100","milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","P(ublius) Attecius P(ubli) f(ilius) / Venimarus mi/l(es) coh(ortis) VIII |(centuria) Ati/li domo Clau(dia) / Viruno an(n)o(rum) / XXI stip(endiorum) II / M(arcus) Ressius / Bricomar/us h(eres) ex t(estamento) / p(onendum) c(uravit)","Publius Attecius Publi filius Venimarus miles cohortis VIII centuria Atili domo Claudia Viruno annorum XXI stipendiorum II Marcus Ressius Bricomarus heres ex testamento ponendum curavit","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_13975.jpg;$PF_CIL_03_13975.jpg"
"EDCS-31900029","CIL 03, 13976 (p 2328,154) = Legio-VII 00025 = AE 2007, 01104","Dalmatia","Gardun / Tilurium","Tilurium","42","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Sex(tus) Clodius / C(ai) f(ilius) Pub(lilia) Verona / mil(es) l[eg(ionis)","Sextus Clodius Cai filius Publilia Verona miles legionis","43.6099573","16.7139587","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00025.jpg;$PF_CIL_03_13976.jpg"
"EDCS-31900030","CIL 03, 13977","Dalmatia","Gardun / Tilurium","Tilurium","1","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","Sex(tus) Cornelius / Sex(ti) f(ilius) Camilia / Nonan(orum?) veter(anus) / [1]L[","Sextus Cornelius Sexti filius Camilia Nonanorum veteranus L","43.6099573","16.7139587",NA
