"","place","findspot_ancient_clean","findspot_modern_clean","Longitude","Latitude"
"787","Vis / Issa","NULL","Koper",16.1834976,43.0599322
"788","Ploce / Amantia","NULL","Ploče",17.4360676,43.0524293
"789","Bijelo Polje","NULL","Mostar",19.7469527,43.0337081
"790","Bijelo Polje","NULL","Bijelo Polje",19.7469527,43.0337081
"791","Fatnica","NULL","Bileća",18.3229637,43.0283751
"792","Trpanj","NULL","Trpanj",17.2733543,43.0080442
"793","Voljevac","NULL","Bijelo Polje",19.7819,43.0028
"794","Viganj","NULL","Orebić",17.1022127,42.9820629
"795","Korcula / Nigra Corcyra","NULL","Orebić",17.1359692,42.9617883
"796","Korcula / Nigra Corcyra",NA,NA,17.1359692,42.9617883
"797","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Korčula",17.1099,42.945
"798","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Blato",17.1099,42.945
"799","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Smokvica",17.1099,42.945
"800","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Korčula, bei",17.1099,42.945
"801","Korcula / Nigra Corcyra","Nigra Corcyra, insula","Vela Luka",17.1099,42.945
"802","Janjina / Peljesac / Sabbioncello / Narona","NULL","Janjina",17.4288843,42.925148
"803","Gornja Bijela","NULL","Konjic",19.1515344,42.9030376
"804","Donja Trebimlja / Trebimlja","NULL","Ravno",17.8708226,42.8848331
"805","Hodilje","NULL","Ston",17.6897181,42.8566583
"806","Ston","NULL","Ston",17.6962001,42.8383616
"807","Panik / Leusinium","NULL","Bileća",18.4410799,42.7968707
"808","Kosijerevo","NULL","Nikšić",18.4606607,42.7968403
"809","Polace / Melite","Melite, insula","Mljet",17.377878,42.7854655
"810","Kuside","NULL","Nikšić",18.8517867,42.776241
"811","Niksic / Mons Nigia / Anderva","NULL","Ston",18.9488746,42.7739559
"812","Niksic / Mons Nigia / Anderva","NULL","NULL",18.9488746,42.7739559
"813","Lastovo / Lagosta / Ladesta","NULL","Lastovo",16.8945925,42.7675928
"814","Lastovo / Lagosta / Ladesta","NULL","Vrlika",16.8945925,42.7675928
"815","Buinjski Rijecani","Salthua","Nikšić",18.6462,42.7661
"816","Duklja / Duklje / Rusevine / Doclea","Salthua","Nikšić",18.6462,42.7661
"817","Mljet / Meleda / Melite","Melite, insula","Mljet",17.5463244,42.7459754
"818","Ozrinici","NULL","Nikšić",18.9931849,42.7453689
"819","Trsteno / Cannosa","NULL","Dubrovnik",17.9792767,42.7144589
"820","Trebinje","NULL","Ravno",18.346882,42.7107972
"821","Trebinje","NULL","Trebinje",18.346882,42.7107972
"822","Trebinje",NA,NA,18.346882,42.7107972
"823","Lopud","NULL","Dubrovnik",17.9507753,42.6858671
"824","Povija","NULL","Nikšić",19.0036379,42.6779284
"825","Lucin Brijeg","NULL","Trebinje",18.439112,42.6471973
"826","Cavtat / Epidaurum","Epidaurum","Konavle",18.2137,42.5848
"827","Cavtat / Epidaurum","Epidaurum","Dubrovnik",18.2137,42.5848
"828","Lovorno / Epidaurum","Epidaurum","Konavle",18.2137,42.5848
"829","Smokovljani / Smocovljae","NULL","Dubrovačko primorje",18.2137,42.5848
"830","Cavtat / Epidaurum","NULL","Konavle",18.2177461,42.5814314
"831","Cavtat / Epidaurum","NULL","Ston",18.2177461,42.5814314
"832","Risan / Risano / Risinium","Risinium","Kotor",18.6945,42.5164
"833","Risan / Risano / Risinium","Risinum","Kotor",18.6945,42.5164
"834","Risan / Risano / Risinium","NULL","Herceg Novi",18.6955649,42.5149792
"835","Kotor / Acruvium","Risinium","Kotor",18.6969,42.5098
"836","Ledenice","Risinium","Kotor",18.6969,42.5098
"837","Perast / Risinium","Risinium","Kotor",18.6969,42.5098
"838","Risan / Risano / Risinium","Risinium","Kotor",18.6969,42.5098
"839","Duklja / Duklje / Rusevine / Doclea","Doclea","Podgorica",19.2615,42.469
"840","Podgorica / Doclea","Doclea","Podgorica",19.2615,42.469
"841","Duklja / Duklje / Rusevine / Doclea","NULL","Berane",19.2654984,42.4686384
"842","Duklja / Duklje / Rusevine / Doclea","NULL","Danilovgrad",19.2654984,42.4686384
"843","Brda / Acruvium","Acruvium","Tivat",18.689,42.4438
"844","Budna / Butua","Acruvium","Tivat",18.689,42.4438
"845","Kotor / Acruvium","Acruvium","Kotor",18.689,42.4438
"846","Kotor / Acruvium","Acruvium","Kotor, bei",18.689,42.4438
"847","Kotor / Acruvium","Acruvium","Tivat",18.689,42.4438
"848","Prcanj / Acruvium","Acruvium","Kotor",18.689,42.4438
"849","Prevlaka","Acruvium","Tivat",18.689,42.4438
"850","Risan / Risano / Risinium","Acruvium","Kotor",18.689,42.4438
"851","Risan / Risano / Risinium","Acruvium","Tivat",18.689,42.4438
"852","Tivat / Teodo",NA,NA,18.7000949,42.4288801
"853","Kotor / Acruvium","NULL","Konavle",18.7710437,42.4248515
"854","Kotor / Acruvium",NA,NA,18.7710437,42.4248515
"855","Prevlaka","NULL","Konavle",18.5150678,42.4010696
"856","Margegaj","NULL","Tropojë",20.0772378,42.3723673
"857","Trgoviste","NULL","Novi Pazar",22.0825,42.3641667
"858","Budva / Buthoe","Buthoe","Budva",18.8351,42.2789
"859","Risan / Risano / Risinium","Buthoe","Budva",18.8351,42.2789
"860","Koplik / Cinna","NULL","Malësi e Madhe",19.437214,42.2112922
"861","Kalldrun","NULL","Malësi e Madhe",19.4107265,42.2043216
"862","Brca","NULL","Travnik",19.0671192,42.1321157
"863","Drisht","Scodra","Shkodra",19.5277,42.0743
"864","Renc","Scodra","Shkodra",19.5277,42.0743
"865","Shkoder / Shkodra / Skutari / Scodra","Scodra","Shkodra",19.5277,42.0743
"866","Nange","NULL","Kukës",20.4164814,42.0105618
"867","Vau i Dejes / Vau-Deja","NULL","Vau i Dejës",19.6399825,42.0074511
"868","Melgushe e Madhe / Melgushe","NULL","Vau i Dejës",19.5166499,41.9894342
"869","Kolesjan","NULL","Kukës",20.40036,41.9658928
"870","Bushat","NULL","Kukës",19.5345484,41.9595458
"871","Vig","NULL","Vau i Dejës",19.7333538,41.9299842
"872","Lezhe / Lest / Lissus","Lissus","Lezha",19.6468,41.7797
